	-40.7	  82.1	11.1
	-35.2	  78.4	 3.4
	-27.9	  60.0	 1.7
	-24.1	  63.1	 1.3
	-20.0	  54.7	 4.1
	-14.7	  45.7	 0.6
	 -9.7	  40.6	 2.9
	 -6.9	  25.1	11.1
	 -5.5	  16.6	11.1
	 -2.8	   6.1	 5.8
	  0.3	  -8.6	 8.2
	  4.1	  -7.8	 1.1
	  9.7	 -32.0	 2.6
	 13.1	 -45.2	 4.1
	 17.9	 -58.0	11.1
	 33.8	 -61.5	11.1
	 46.2	 -72.6	11.1
