	-40.0	 117.1	 2.5
	-31.1	 118.9	15.6
	-28.4	 111.9	 5.5
	-24.6	 113.7	 1.8
	-20.6	 119.8	 0.2
	-11.4	  99.5	 8.5
	 -9.4	  88.3	15.6
	 -6.0	  75.0	15.6
	 -2.9	  57.6	 6.4
	 -0.5	  -1.4	 0.2
	  0.4	 -15.9	 2.4
	  3.5	 -52.7	 3.0
	  4.9	 -78.7	15.6
	  7.3	 -90.1	 4.0
	  9.0	 -96.0	 5.1
	 12.7	 -90.9	 1.1
	 17.8	-115.7	 0.5
	 20.2	-115.7	 1.2
	 27.0	-117.5	 2.2
	 32.4	-118.5	 1.4
