	-24.1	-167.0	22.3
	-20.6	-154.2	17.9
	-18.5	-131.8	 2.6
	-16.5	-134.4	 7.9
	-13.2	-108.9	11.8
	-11.6	-123.4	 3.6
	 -8.6	-101.6	 4.2
	 -5.7	 -85.5	 8.9
	 -3.4	 -88.5	 7.8
	 -1.6	 -55.6	 2.2
	 -0.4	 -26.0	13.3
	  0.8	  10.5	 9.1
	  1.9	  63.8	27.0
	  4.2	  89.7	13.1
	  6.6	  97.7	 1.9
	  9.5	  97.4	 6.0
	 11.6	 111.2	 8.1
	 13.5	 104.2	 4.9
	 14.6	 102.2	10.0
	 16.3	 111.3	24.9
	 18.3	 123.5	17.3
	 20.3	 114.4	 3.0
	 25.6	 116.6	 1.7
	 28.0	 111.5	 1.9
